   -1.00000     0.00000
  -74.02631    40.75710
  -74.02730    40.75560
  -74.02670    40.75540
  -74.02420    40.75500
  -74.02420    40.75580
  -74.02049    40.75510
  -74.02341    40.75540
  -74.02350    40.75481
  -74.02080    40.75410
  -74.02370    40.75380
  -74.02100    40.75320
  -74.02409    40.75340
  -74.02161    40.75240
  -74.02390    40.75270
  -74.02409    40.75050
  -74.02209    40.75000
  -74.02409    40.74910
  -74.02240    40.74480
  -74.02440    40.74339
  -74.02299    40.74280
  -74.02499    40.74300
  -74.02319    40.74190
  -74.02560    40.74159
  -74.02341    40.74110
  -74.02679    40.74071
  -74.02460    40.73930
  -74.02721    40.73880
  -74.02400    40.73830
  -74.02730    40.73860
  -74.02769    40.73720
  -74.02550    40.73689
  -74.02811    40.73630
  -74.02620    40.73399
  -74.02800    40.73410
  -74.02600    40.73370
  -74.02950    40.73370
  -74.02550    40.73320
  -74.03070    40.73360
  -74.02570    40.73280
  -74.03120    40.73280
  -74.02660    40.73151
  -74.03110    40.73170
  -74.02679    40.73080
  -74.02800    40.73080
  -74.02730    40.72929
  -74.03169    40.73061
  -74.03020    40.72960
  -74.03140    40.72881
  -74.02780    40.72749
  -74.03050    40.72760
  -74.02789    40.72681
  -74.02980    40.72591
  -74.03490    40.72610
  -74.02840    40.72350
  -74.03461    40.72321
  -74.02969    40.72250
  -74.03461    40.72250
  -74.03000    40.72121
  -74.03180    40.72031
  -74.02960    40.71989
  -74.03290    40.71960
  -74.02980    40.71919
  -74.03290    40.71910
  -74.03320    40.71730
  -74.03040    40.71700
  -74.03239    40.71671
  -74.03160    40.71510
  -74.03329    40.71530
  -74.03130    40.71390
  -74.03349    40.71420
  -74.03410    40.71159
  -74.03860    40.71190
  -74.03310    40.71091
  -74.04150    40.71120
  -74.04330    40.71359
  -74.04260    40.71120
  -74.05380    40.71240
  -74.05150    40.71091
  -74.03340    40.70900
  -74.03500    40.70540
  -74.04410    40.70610
  -74.04060    40.70261
  -74.04359    40.70419
  -74.04170    40.70239
  -74.04440    40.70351
  -74.04240    40.70180
  -74.04491    40.70290
  -74.04320    40.70110
  -74.04590    40.70190
  -74.04401    40.70050
  -74.04980    40.70081
  -74.05110    40.69920
  -74.04640    40.69650
  -74.04961    40.69791
  -74.05060    40.69679
  -74.05510    40.69450
  -74.05830    40.69569
  -74.05960    40.69450
  -74.05479    40.69189
  -74.05600    40.69080
  -74.06650    40.69780
  -74.06860    40.69690
  -74.07111    40.69360
  -74.06770    40.69530
  -74.06570    40.69411
  -74.07030    40.69170
  -74.07091    40.68381
  -74.07660    40.68840
  -74.08040    40.68880
  -74.07210    40.68100
  -74.07390    40.68050
  -74.08380    40.68730
  -74.07410    40.68021
  -74.07440    40.67799
  -74.06911    40.67520
  -74.07539    40.67790
  -74.07330    40.67540
  -74.07651    40.67680
  -74.07719    40.67580
  -74.06430    40.66980
  -74.06630    40.66679
  -74.06720    40.66589
  -74.08611    40.67480
  -74.09891    40.67680
  -74.10339    40.67430
  -74.10240    40.67250
  -74.09760    40.67310
  -74.09770    40.67450
  -74.09190    40.67310
  -74.06889    40.66370
  -74.07050    40.66100
  -74.08960    40.66740
  -74.10741    40.66980
  -74.10820    40.66580
  -74.10300    40.66670
  -74.10800    40.66490
  -74.09930    40.66611
  -74.09230    40.66240
  -74.08859    40.65559
  -74.08501    40.65511
  -74.08771    40.65390
  -74.08560    40.65320
  -74.08820    40.65340
  -74.08630    40.65280
  -74.08990    40.65240
  -74.08940    40.65140
  -74.09171    40.65131
  -74.09090    40.65041
  -74.09300    40.65050
  -74.09241    40.64951
  -74.10139    40.64870
  -74.10410    40.65041
  -74.10670    40.64909
  -74.10680    40.65070
  -74.10730    40.64909
  -74.10730    40.65320
  -74.10890    40.65401
  -74.10770    40.65311
  -74.10800    40.64920
  -74.11040    40.65050
  -74.11079    40.64900
  -74.11079    40.65060
  -74.11230    40.64980
  -74.11459    40.65140
  -74.11360    40.64920
  -74.11620    40.65250
  -74.11411    40.64909
  -74.11681    40.65230
  -74.11540    40.64920
